example_id,tweet_id,thread_id,text,historical_reply,intent,secondary_intent,decision,escalation_reason,required_reply_points,forbidden_claims,annotator_confidence,annotator,reviewed
label-0408,1841846,1841846,"<HANDLE> good morning, i have a trouble whit my account pay.",<HANDLE> Hey David! The cavalry's here. Could you DM us your account's email address or username? We'll take a look under the hood /KB <URL>,,,,,,,,,no
label-0409,1630472,1630472,<HANDLE> ummm so why was “Que Fue” by El Alfa removes from Spotify??????,"<HANDLE> Hey, help's here! Can you tell us what country your account is set to? We'll check things out /CH",,,,,,,,,no
label-0410,2035118,2035118,". <HANDLE> are there plans to have an app for the <HANDLE> Watch 3 soon? I'm considering this purchase, but don't want to use Apple Music.",<HANDLE> Hi Josh! Check out the official idea and add your vote to let our devs know it's something you'd like to see at <URL> /NH,,,,,,,,,no
label-0411,564535,564536,"<HANDLE> i've tried to contact sheerID and spotify help and sent 3 e-mails but got no reply, P L E A S E take notice",<HANDLE> Hey there! Can you DM us your account's email address or username? We'll take a look backstage /NQ <URL>,,,,,,,,,no
label-0412,1250596,1250596,"Man, I love having <HANDLE> on my PS4, but it desperately needs a visualizer - I don't want burn-in on my TV while music is playing! #plasma","<HANDLE> Hey! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",,,,,,,,,no
label-0413,1571909,1571909,<HANDLE> y isn't this playing? <URL>,"<HANDLE> Hey Penny, that's not fun! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /TY",,,,,,,,,no
label-0414,2587566,2587566,"<HANDLE> Can you share any details on the <HANDLE> presale password? Presale starts tomorrow, 10/31. Spotify username: m.buffa",<HANDLE> Hey there! Pre-sale codes are being sent out by email to some of Bahama's biggest fans on Spotify. Hopefully you're one of them /DF,,,,,,,,,no
label-0415,1935030,1935030,with all the member of my family my number <NUMBER>@SpotifyCares,<HANDLE> Hi Angelo! Could you DM us your family members' email addresses or usernames? We'll take a look backstage /DR <URL>,,,,,,,,,no
label-0416,1856527,1856527,"<HANDLE> Got a mail from Spotify saying I won a 6 months prem subscription celebrating your 12th anniversary. This is a fraud, right?",<HANDLE> Hey! Could you DM us which email address this message came from? A screenshot of the email would also be handy. We'll check this out /RE <URL>,,,,,,,,,no
label-0417,2275507,2275507,<HANDLE> what’s up with all the suggested songs lately ?? I’m not into it can I️ turn it off somehow,<HANDLE> 1: Suggested Tracks are part of our Free service on mobile. There's more info here: <URL> To...,,,,,,,,,no
label-0418,881465,881470,<HANDLE> id love you to fix it for everyone and not just waste my time,"<HANDLE> We understand where you're coming from. Don't worry, we'll keep everybody posted for any updates on this /NG",,,,,,,,,no
label-0419,2387461,2387461,Hey <HANDLE> how do I block/delete the “walk on water song” from this playlist <URL>,"<HANDLE> Hi! This isn’t possible right now, but we have more info about this on our Community. Check it out: <URL> /PL",,,,,,,,,no
label-0420,1990429,1990429,<HANDLE> what is spotiamp? And how do I get rid of it? Interfering with my playback.,<HANDLE> Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF <URL>,,,,,,,,,no
label-0421,2639869,2639867,<HANDLE> Thanks so much! I've been trying to solve this for over a year and my debut EP is coming out soon!,<HANDLE> No worries! The Artist team can take a closer look for you once you've got in touch /K,,,,,,,,,no
label-0422,1565396,1565397,<HANDLE> Alright thanks 😊 i wish it can be updated soon though ❤,"<HANDLE> You're welcome. Don't worry, we'll make sure to pass your thoughts to the right team. If there's anything else, just give us a shout 🙂 /AU",,,,,,,,,no
label-0423,392713,392713,<HANDLE> Issue was fixed but now re-started. My account shows as free account although I pay for premium. Why does it keep doing this? <URL>,<HANDLE> We've just sent you a DM 🙂 /SU,,,,,,,,,no
label-0424,1869712,1869713,"<HANDLE> iPhone 7, iOS 11.0.3 and Spotify version 8.4.22 thank you :)",<HANDLE> Thanks. Could you try logging out &gt; restarting your phone &gt; logging back in? Let us know if that makes a difference /RH,,,,,,,,,no
label-0425,1826570,1826570,<HANDLE> on laptop doesn't stop music when the 🎧 come out so I'm living in constant fear I will expose my <HANDLE> obsession while studyin,<HANDLE> Hi Alex! We'd love to help out. Can you check if logging out &gt; restarting your laptop &gt; logging back in makes a difference? /MU,,,,,,,,,no
label-0426,2276883,2276883,<HANDLE> how do I know if I'm approved to be verified,"<HANDLE> Hey! This is something for our Artist Services team. Not to worry, you can contact them here: <URL> 🙂 /DF",,,,,,,,,no
label-0427,1554522,79428,<HANDLE> <HANDLE> Please dm me also,<HANDLE> Hey! Can you DM us your account's email address? We'll take a look backstage /SJ <URL>,,,,,,,,,no
label-0428,1272635,1272635,Thank you ma'am/sir for your cooperation and patience. <URL>,<HANDLE> You're welcome! Give us a shout if there's anything else we can do to help /DV,,,,,,,,,no
label-0429,1864791,1864791,<HANDLE> are audiobooks a possibility for the foreseeable future?,"<HANDLE> Hey, this sounds like a great idea! Suggest it in our Community at <URL> and get support from other users /JE",,,,,,,,,no
label-0430,707084,707084,Anyone else having <HANDLE> issues?,<HANDLE> Hey! Is your Spotify misbehaving? What device are you using? We'll help out /CO,,,,,,,,,no
label-0431,344449,344450,<HANDLE> Thanks for the reply🤙🏾 The people also miss synchronized lyrics🕺🏾,"<HANDLE> No worries! As for the lyrics, any updates will be posted at <URL> We'd recommend voting to support the idea, too /NQ",,,,,,,,,no
label-0432,2578888,2578888,"<HANDLE> Artist Separation - please help. I setup my profile artist page called ""annabella"" my old song is 11/10 UPC <NUMBER>. All of the other songs are not mine. Please move all of the songs other then 11/10 off of my profile: <URL>","<HANDLE> Hey, sorry about that! We’d recommend reaching out to your distributor/aggregator. They'll work with our team to make sure your artist page gets fixed up. If you need anything else, tweet us back /MC",,,,,,,,,no
label-0433,1889747,1889747,"<HANDLE> hey - my Spotify premium account isn't opening on my laptop, says i'm just on a free account. works fine on my mobile",<HANDLE> Hi! Help's here. Can you DM us your account's username and email address? We'll take a closer look /SV <URL>,,,,,,,,,no
label-0434,2769146,2769146,"<HANDLE> Bonjour, sous combien de temps puis je espérer avoir une réponse après avoir fait une requête pour distribuer un podcast sur Spotify ? Merci :)",<HANDLE> Hey there! We'd suggest reaching out at __email__ for your concern regarding podcast submissions. Feel free to tweet us if there's anything else /GK,,,,,,,,,no
label-0435,530125,530125,<HANDLE> how do I sign back in to Hulu if I have the student premium for Spotify?,<HANDLE> Hey Derek! Can you DM us your account's email address or username? We'll take a look backstage /KM <URL>,,,,,,,,,no
label-0436,2055955,2055955,<HANDLE> y’all have charged me twice in 1 week. Why?,"<HANDLE> Hi there, that's not cool! Can you shoot us a DM with your account's username and email address? We'll see what's going on /WW <URL>",,,,,,,,,no
label-0437,299107,299107,<HANDLE> Your switching from FB auth to Email auth is shit. Can't talk to support w/o logging in. Lost a customer. #SpotifySucks #DIAF,<HANDLE> Hi there. Can you let us know what exactly's happening? We'll be glad to help you out /QI,,,,,,,,,no
label-0438,898868,898869,"<HANDLE> iOS 11.0.3 update, Spotify is 8.4.22.515 thanks",<HANDLE> Got it. Does logging out &gt; restarting your iPhone &gt; logging back in help at all? Keep us posted /LO,,,,,,,,,no
label-0439,774318,337091,<HANDLE> Hello,<HANDLE> Hey there! Anything we can do to help you today? We're here for you /RB,,,,,,,,,no
label-0440,1430573,1430574,<HANDLE> Please censor your ads on desktop mode. (I have a paid subscription.) A FAITHFUL married man doesn't want to see women bent over.,"<HANDLE> We hear you, Danziel! Your feedback has been noted and passed onto the team 👊🏼 /JX",,,,,,,,,no
label-0441,1931950,1931951,<HANDLE> It doesn't help. Sort yourselves out,<HANDLE> We'd suggest removing your offline devices at <URL> &amp; reinstalling the app: <URL> Keep us posted /MC,,,,,,,,,no
label-0442,973771,973771,<HANDLE> no yg dpt dihubungi?,"<HANDLE> Hey! We can help out in English via Twitter, but we also have Indonesian support via email at <URL> /MG",,,,,,,,,no
label-0443,2035595,2035595,<HANDLE> hi - I didn’t realise I was being charged for premium. My account was set to free so ads on. Help!,<HANDLE> Hi there! That doesn't sound good. Can you DM us your account's username or email address? We'll take a look under the hood /DN <URL>,,,,,,,,,no
label-0444,1842854,1842854,Anyone know why local files on <HANDLE> won't download offline?,"<HANDLE> Hey! Could you let us know the devices, operating systems, and Spotify versions you're using? We'll see what we can suggest /RC",,,,,,,,,no
label-0445,1861563,1861569,"<HANDLE> Simply listening to music and moments later hear the fan fire up. CPU at 110%. Cleared all Spotify files/app, reinstalled, still happening.","<HANDLE> Got it. Can you check if ""High quality streaming"" is turned on? Also, can you try disabling all local files sources on your Settings? /SJ",,,,,,,,,no
label-0446,670534,670534,<HANDLE> Hi Spotify. Every time I try to open an account it put in HK as country. How to avoid that?,<HANDLE> Hi there! Can you let us know where you're currently located? We'll see what we can suggest /NQ,,,,,,,,,no
label-0447,1288451,1288452,"I just made sure I have the most recent version of Spotify, and the playlists aren't sorted by artist or anything right now : /","<HANDLE> Hi there! Help's arrived. What device (make &amp; model), operating system, and app version are you using? We'll see what we can suggest /LP",,,,,,,,,no
label-0448,2769136,2769138,<HANDLE> Nothing for loyal customers who pay €14.99 every month? ?,<HANDLE> Hi there! We're afraid these offers can't be redeemed with any other deal. We’d recommend taking advantage of these offers once your trial period expires. Let us know if you have any other questions /NY,,,,,,,,,no
label-0449,1412670,1412670,<HANDLE> spotify is a great app.i used premium for like 2 months but i have to go back to youtube because you havent Kid Cudi-The Prayer 💔💔💔,"<HANDLE> Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /RA",,,,,,,,,no
label-0450,1211657,1211658,<HANDLE> YES. <HANDLE> <HANDLE> <HANDLE> I can't listen to their songs on my phone with my spotify premium account! 😢😭 (I have a Samsung),"<HANDLE> Hi Brittany! Are you getting any error messages when you try playing their songs? If so, a screenshot of it would be helpful /MG",,,,,,,,,no
label-0451,1029757,1029757,Thanks for ruining my night <HANDLE>. There I am head banging away to <HANDLE>'s new album 🤘 (cont) <URL>,"<HANDLE> Hey, help's arrived! Can you tell us what's happening exactly? We'll see what we can suggest /CH",,,,,,,,,no
label-0452,1016885,1016888,<HANDLE> No dices. Tryed that allready,"<HANDLE> Thanks for the heads-up. Does using a different device help at all? Also, is it happening over 3G/4G, WiFi, or both? /AK",,,,,,,,,no
label-0453,231017,231019,<HANDLE> new page is looking good,<HANDLE> Thanks! We think so too 🎉 /Q,,,,,,,,,no
label-0454,2810809,2810810,"<HANDLE> Yeah. Playlists seem unaffected, just albums vanish from offline. On version 8.4.28.875 armV7","<HANDLE> Can you DM us your account's username or email address? Also, can you include your device's make, model, and operating system? We'll take a closer look /MU <URL>",,,,,,,,,no
label-0455,2346324,2346324,<HANDLE> Yo. Trying to update my payment information. It's been suck on the Change Payment Details page forever. What's the deal?? Tried on both Chrome and Firefox.,<HANDLE> Hey there! Could you try using an incognito window? Let us know how it goes /DF,,,,,,,,,no
label-0456,2716527,2716527,"<HANDLE> Windows client audio starts stuttering/slowing down after about 1 minute, doesn't matter which album. audio playback in web player and other local media players is fine. any ideas?",<HANDLE> Hey! Help's here. Can you let us know the make and model of your device and the version of your Spotify app? We'll see what we can suggest /RA,,,,,,,,,no
label-0457,2673239,2673239,"Kiitos <HANDLE> säästän 9,9€/kk! Tarjosivat opiskelijalle puoleen hintaan, parin kk jälkeen pyysivät päivittämään maksutavan,alennus poissa.","<HANDLE> Hey! We can help out in English via Twitter, but we also have Finnish support via email at <URL> /RC",,,,,,,,,no
label-0458,1593535,1593535,"Hey <HANDLE> I'm having a trouble logging in my account, it logs in but automatically comes out. Why is this happening :(",<HANDLE> Hey Sekar! We just replied to your DM with more info. Check it out 🙂 /BH,,,,,,,,,no
label-0459,577397,577397,<HANDLE> Which day spotify will report sales data to my aggregater,"<HANDLE> Hey! You can contact our Artist team here: <URL> If you've reached out, DM us your email address &amp; we'll chase it up /DF",,,,,,,,,no
label-0460,2484133,2484133,"Can't say I'm a big fan of these new 145-minute ads, <HANDLE> 🤔 <URL>",<HANDLE> Hey! We hear you. Your feedback has been noted and passed onto the team /NQ,,,,,,,,,no
label-0461,2317497,2317497,"<HANDLE> even though this has taken over a month, i'm trying to be nice. stuck on your step #2. see my DMs, you have all my emails bound to worthless spotify accounts. please purge system","<HANDLE> Thanks Nathaniel, we're on it. We're sending over a DM now with a follow up! /J",,,,,,,,,no
label-0462,1816287,1816287,<HANDLE> still can't activate all invited member of my premium family...,"<HANDLE> Hey, the cavalry's here! Could you fire over your accounts' email addresses or usernames via DM? We'll take a look under the hood /AY <URL>",,,,,,,,,no
label-0463,1757271,1757271,<HANDLE> <HANDLE> plz help I've been trying to set up my hulu account through my Spotify student account for over an hour 😅 <URL>,<HANDLE> Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS <URL>,,,,,,,,,no
label-0464,1106821,1106821,<HANDLE> I'm being billed for premium but my account shows free. I've reset all password and logged in and out multiple times.,<HANDLE> <HANDLE> Hi! We've just responded to your DM. Let's continue chatting there /WW,,,,,,,,,no
label-0465,2065523,2065525,<HANDLE> I’ve found something for the time being 🎉 <URL>,"<HANDLE> Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /TB",,,,,,,,,no
label-0466,1507633,1507633,"<HANDLE> I have a premium acct, however, I recently signed with Rogers that offer Spotify free for 6 months. How do I make this work?",<HANDLE> Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL <URL>,,,,,,,,,no
label-0467,1148119,1148119,<HANDLE> how do i follow my daughter on spotify who doesnt have a facebook account but has a a spotify account?,<HANDLE> Hey there! We have more info about this here: <URL> Let us know if you have any questions /MC,,,,,,,,,no
label-0468,2051344,2051344,<HANDLE> I am being billed in my credit card for a Spotify account but I only have a free account. How can i sort this out?,"<HANDLE> Hey Adrian, help's arrived! Can you DM us all possible email addresses or usernames you might've used for Spotify? We'll check backstage /JE <URL>",,,,,,,,,no
label-0469,1144862,1144862,"<HANDLE> Can I get help with a refund ? I don’t care if it cancels my premium, it hasn’t even been a day since the payment. Please help","<HANDLE> Hey Daniel, we've just sent a DM your way. Let's carry on chatting there 🙂 /CG",,,,,,,,,no
label-0470,1878572,1878572,<HANDLE> how do I see who is following my playlist? I can no longer find out who is following specific playlists and I want to know!,"<HANDLE> Hi Sam! We're afraid we don't have info to share. Not to worry, you can support the idea by voting for it at <URL> /RA",,,,,,,,,no
label-0471,637662,637662,"So, <HANDLE> <HANDLE> <HANDLE>, why did you even send me this email? You have my billing address on file. Are you trying to get me to move, or just make me angry? <URL>","<HANDLE> Hi there. We're sorry you feel that way. We appreciate your feedback on this, and we'll be sure to pass this on to the right folks. Let us know if we can help with anything else /LM",,,,,,,,,no
label-0472,1790147,1790147,<HANDLE> paano po mag change address sa Spotify account?,"<HANDLE> Hey there! We don't offer Filipino support right now, so we hope you don't mind if we reply to you in English. Could you send us your account's username or email address via DM? We'll take a look and see what we can suggest 🔍 /RC <URL>",,,,,,,,,no
label-0473,1579916,1579916,"<HANDLE> I deleted my Facebook account associated with my spotify account and can no longer log in. please help, I've tried everything",<HANDLE> We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /CG,,,,,,,,,no
label-0474,633761,633761,In the past 24 hours I've had <HANDLE> update and completely break itself and <HANDLE> get stuck on an ad that doesn't exist. Yay.,"<HANDLE> Hey there, we'd love to help. Can you try opening the web player using a private window? Clearing your cache and cookies might help too /JP",,,,,,,,,no
label-0475,2293837,2293846,"<HANDLE> Yup, the issue persists","<HANDLE> Hmm, that's odd. Just to check, have you tried the steps here: <URL> /MT",,,,,,,,,no
label-0476,2056648,2056648,why isn’t Honey by Kehlani on <HANDLE> ????,"<HANDLE> Hey Tina! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /MQ",,,,,,,,,no
label-0477,1897575,1897575,Is there site issues? Can’t change payment method. CSRF token message when I try <HANDLE>,"<HANDLE> Hey Francisco, help's here! Can you DM us your account's email address and username? We'll take a look backstage /MQ <URL>",,,,,,,,,no
label-0478,2442008,2442008,<HANDLE> Why all of a sudden when I go to play an album does this app play other artists instead? Its never done this before.,"<HANDLE> Hey Amy, help's here! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /MG",,,,,,,,,no
label-0479,1756711,1756711,"Hey <HANDLE> &amp; <HANDLE> , what about the Apple Watch app ? When are you gonna release it ? 🤔🤔","<HANDLE> Hey Ben! We don't have any info on this, but we'll let the right team know it's something you'd like to see /JX",,,,,,,,,no
label-0480,2915194,2915196,<HANDLE> Thank you. Love your service. It's all I use!!!,"<HANDLE> Aww! You just made us blush a little with your kind words. If you need us again, just... <URL> /GN",,,,,,,,,no
label-0481,1415670,1415670,<HANDLE> quit being stupid,"<HANDLE> Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /MO",,,,,,,,,no
label-0482,1418134,1418135,"<HANDLE> trying to play track 13 from this album... <URL> No 'Play' icon appears, but it does on other tracks on the album.",<HANDLE> We see. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /CG,,,,,,,,,no
label-0483,2667485,2667485,<HANDLE> Hey Spotify! When you gonna launch in RUSSIA? Can't wait for that 🤓,<HANDLE> Hey! We're launching in new countries as often as possible. Be sure to add your email at <URL> /BD,,,,,,,,,no
label-0484,1198648,1065566,<HANDLE> I’m referring to the lock screen and theistic tab you get on the iPhone. I can’t change songs through there.,<HANDLE> Got it! Can you try logging out &gt; restarting your device &gt; logging back in? Does that help? /RK,,,,,,,,,no
label-0485,2773478,2773478,"<HANDLE> hi, i cant log in bcs of the country difference. I have changed it in my settings, but still stuck. I've sent you a DM. Can you help me?",<HANDLE> Hi Tiara! We've just sent a DM your way. Let's carry on chatting there /CO,,,,,,,,,no
label-0486,2380917,2380917,hey <HANDLE> can you pls create me a playlist cos i'm celebrating my 21st birthday tomorrow. i just want to have the best music party evaaaaaah! thanks! 💕 x,"<HANDLE> Hey Jeym! <URL> 🙂 Do you have any specific artists, songs, or genre in mind? We'll see what we can come up with /KB",,,,,,,,,no
label-0487,1622804,1622806,<HANDLE> Alright thanks,"<HANDLE> Sure thing! If you need us again, you know where to find us. <URL> 🙂 /JN",,,,,,,,,no
label-0488,1064071,1064071,<HANDLE> IS EVEN THERE A CHANNEL WHERE YOU CAN COMUNICATE ISSUES LIKE THE FACT THAT YOUR BOARD IS COMPLETELY FUCKED?,"<HANDLE> Hi João! Don’t worry, we can help. What’s happening exactly? Can you DM us your account's username and email address? We'll check it out /TR <URL>",,,,,,,,,no
label-0489,2858,2858,"<HANDLE> Hey guys, I tried to update my payment method and add my Aussie visa credit card but it tell me that the card is for a ""non-spotify country""? I'm trying to migrate my account from France to Australia since I live here now and I can't do that unless I use an Aussie card",<HANDLE> Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA <URL>,,,,,,,,,no
label-0490,1766647,1766647,<HANDLE> Eminem songs aren't ▶ ing for me. Tried Web player. Updated. Everything else is fine.,"<HANDLE> Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",,,,,,,,,no
label-0491,2026567,2026567,<HANDLE> this message keeps coming up and i can’t get rid of it? <URL>,"<HANDLE> Hey Rebecca! Does logging out of your account, restarting your device, and logging back in help at all? Let us know how that goes /TF",,,,,,,,,no
label-0492,1149143,1149143,i'm a high school student 👀that qualify? <URL>,<HANDLE> 1: You need to be currently enrolled in an accredited college or university to be eligible for the student discount.,,,,,,,,,no
label-0493,2175332,2175338,"<HANDLE> Tried rebooting as well as logging out and back in, still no difference.",<HANDLE> Best thing to try here is a reinstall. Just follow the steps at <URL> /RH,,,,,,,,,no
label-0494,2714218,2714218,<HANDLE> I’m having troubles with my account being charged multiple times. We have two active premium accounts that have already come out this long and now have a third unauthorized charge.,<HANDLE> Hey Jessica! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG <URL>,,,,,,,,,no
label-0495,739013,739013,how cant SPOTIFY be available in my countryyyyyy wtf,<HANDLE> Hey there! Could you let us know the country you're currently in? We'll keep an eye out for your reply /LP,,,,,,,,,no
label-0496,571340,571340,Hey <HANDLE> why isn’t your app working?? Login button doesn’t even load,<HANDLE> Hey there! Can you let us know which device and operating system you're using? Screenshots would be helpful. We'll see what we can suggest /NQ,,,,,,,,,no
label-0497,189873,189825,<HANDLE> How? I've been using the Spotify student premium but how do I use it for Hulu??,<HANDLE> Hi there! Can you DM us your account's email address? We'll take a look backstage /AU <URL>,,,,,,,,,no
label-0498,2754878,2754878,"<HANDLE> hi, having problem to add member to premium for family. Mail received but it fails to send account info. Only get ’try again’. Any suggestion? IOS devices","<HANDLE> Hi Peter, help's here! Could you DM us yours and your family member's username and email address? We'll take a look backstage /JQ <URL>",,,,,,,,,no
label-0499,2750602,2750600,"<HANDLE> looks good. thank you, CH.",<HANDLE> Woohoo! Glad to hear everything's working okay now. You know where to find us if you ever need us again. <URL> 😉 /CH,,,,,,,,,no
label-0500,1449394,1449394,"<HANDLE> I am a self serve customer who's emailed adstudio at <URL> repeatedly, but have been ignored. pls answer.",<HANDLE> Hey Devin! Could you DM us your email address? We'll see what we can suggest /T <URL>,,,,,,,,,no
label-0501,502676,499236,"<HANDLE> Sigh. And if I move those mp3s away, spotify won't play the song at all: ""This song is not available. If you have the file on your computer you can import it.""","<HANDLE> It's possible that you've copied the live version to your Spotify account through the Local Files and put it in one playlist. If the original version of the song isn't on the same playlist as the live one (mp3), no song will play once you've removed it. We hope this helps! /MS",,,,,,,,,no
label-0502,1602225,1602225,<HANDLE> &amp;<HANDLE> why can't I pick the song I want to play I didn't create the playlist so you could choose songs not in the playlist?,"<HANDLE> Hey Jacob, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH <URL>",,,,,,,,,no
label-0503,1289919,1289919,<HANDLE> is anybody going to support? I am still waiting as a paying premium customer and cannot log in on any device. Disgraceful,<HANDLE> We're sorry you feel that way. We've just sent a DM your way. Let's carry on chatting there /CP,,,,,,,,,no
label-0504,1868247,1868248,"<HANDLE> All g fam, just sorted it on desktop 🤙🏼","<HANDLE> Awesome! We're glad to have you back on track! If anything else comes up, just pop a message over. We're here around the clock 🙂 /BH",,,,,,,,,no
label-0505,118896,118894,<HANDLE> Please cek DM thanks you 😊🙏,<HANDLE> We've just sent you a DM 🙂 /AN,,,,,,,,,no
label-0506,2499432,2499432,<HANDLE> Just curious: how do I make Discover Weekly better? Can it tell how soon I skip a song? Is there anyway to dislike a song? Thanks!,"<HANDLE> Hey Trystan! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up /TF",,,,,,,,,no
label-0507,2175344,2175346,<HANDLE> Thanks. It would be really cool to be able to do this with others' playlists (or Spotify-created ones) to make them your own. #Remix,"<HANDLE> We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /CP",,,,,,,,,no
label-0508,2520088,2520089,<HANDLE> Thx. I was able to register using the main website,<HANDLE> That's great to hear! Give us a shout if there's anything else we can do to help. We'll be... <URL> /DV,,,,,,,,,no
label-0509,262651,262651,Is this true <HANDLE> <URL>,<HANDLE> Hi there! Can you let us know where you got this info? We'll take a look backstage /LM,,,,,,,,,no
label-0510,839959,839958,<HANDLE> Bummer,"<HANDLE> We understand. Not to worry, we'll also give the right team a nudge on this. Drop us a tweet if anything else comes up /MT",,,,,,,,,no
label-0511,2011755,2011750,<HANDLE> Like i says im in the gym when i use Spotify. So im listening to stuff and i dont mind the odd advert. But its become more than music. 😤,"<HANDLE> That's strange. No worries, we'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /NY",,,,,,,,,no
label-0512,1908400,1908400,"Why <HANDLE> takes sooooooo loooong to launch first time, it’s really annoying!!! 😡 <HANDLE>","<HANDLE> Hey there! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",,,,,,,,,no
label-0513,2308809,2308809,"Err <HANDLE>, why has <HANDLE> suddenly lost the handle to all my downloaded music moments before I get on a long flight. Looks like it's all physically still on the disk. Bah! 😤😭😩","<HANDLE> Hey Matt, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <URL> /BH",,,,,,,,,no
label-0514,2305906,2305906,<HANDLE> I have been charged 3 times in the last week for spotify... I need some clarification because I'm sure that is not correct.,<HANDLE> Hey Jordan! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA <URL>,,,,,,,,,no
label-0515,1257206,1257206,"Hey <HANDLE>, what's up with all the audio ads during songs? Ads now &amp; then are fair game but <HANDLE> ads every 20 seconds - not so much. <URL>","<HANDLE> Hey! Thanks for your feedback. Don't worry, we'll pass it on to our Ads team /RC",,,,,,,,,no
label-0516,452104,452104,<HANDLE> why is your shuffle so bad? I can’t even understand why in a playlist of 40 songs it plays 10 songs from the same album back to back.,<HANDLE> Hey Tony! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: <URL> /PC,,,,,,,,,no
label-0517,1816033,1816034,"<HANDLE> Says no Facebook linked, I can't us my email and Facebook doesn't work? When I try on the app it fails once I login to Facebook (2)",<HANDLE> Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS <URL>,,,,,,,,,no
label-0518,2318536,2318537,"<HANDLE> Most recent version. It's not a matter of version or device, it's the way you treat the lists. For instance, the current queue can't be cleared, it's crazy. Sometimes after app reboot, it deletes itself losing everything.","<HANDLE> We understand. No worries, your feedback has been noted. We'll make sure to pass it on to the relevant folks /GT",,,,,,,,,no
label-0519,181552,181553,<HANDLE> is there section filled with new release songs/album from artist that you follow?,<HANDLE> 1: Yup! Release Radar is a weekly list of new releases from artists you follow and other discoveries based... /KB,,,,,,,,,no
label-0520,149344,149344,<HANDLE> hey can u guys please make the 9PHP promo for every user ITS A HARD LIFE U KNOW,"<HANDLE> Hey Nini! Right now, it's limited to new users who never had Premium before. Not to worry, we're taking on all feedback about this. In the meantime, you can check the current offer we have for you at <URL> Hope this helps /JP",,,,,,,,,no
label-0521,885098,885098,"If whoever keeps kicking me off my <HANDLE> account sees this, PLEASE STOP YOURE DRIVING ME NUTS! Thank you!","<HANDLE> Hi, help's here! Could you DM us your username and email address? We'll see what we can suggest /JQ <URL>",,,,,,,,,no
label-0522,718675,718676,"<HANDLE> <HANDLE> None of those solutions help me in my situation, so I slide up in y'all's DMs explaining the sitch and someone hits me with the reset password nonsense. I tried that already homie, so I RE-EXPLAIN my sitch and they send me back to the FAQs and tell me to email. I literally copy",<HANDLE> Sorry to hear that you feel that way. It looks like our Accounts team have sent a new reply. We'd suggest checking your inbox. You might also want to check out one of their earlier responses on why they confirmed your email. They'll be able to help sort this out /MU,,,,,,,,,no
label-0523,739916,739916,Hey <HANDLE> I guess yesterday on my work computer I set my account to play from queue but now on my phone I’m stuck there? Help?,<HANDLE> Hey! Can you give us a bit more info on what's going on? Does logging out of all devices and back in help at all? Let us know /CB,,,,,,,,,no
label-0524,118862,93884,<HANDLE> You’ve been passing the feedback on now for 4yrs but thanks anyway.,<HANDLE> Rest assured that we're taking all feedback into consideration. We'll be sure to announce any updates at <URL> Let us know if you ever need us again. We'll always be... <URL> /MA,,,,,,,,,no
label-0525,979112,979108,<HANDLE> So you are confirming Spotify is missing the feature I'm complaining about. Thanks. Did I just get hoodwinked by a bot?,"<HANDLE> 1: Don't worry, we're humans here. We understand your frustration. Rest assured, your feedback is being heard while we work with...",,,,,,,,,no
label-0526,1848132,1848141,"<HANDLE> The self same message in the users pic above, certainly happens on all Weezer albums / tracks plus others.","<HANDLE> Can you send us the Song Links of some examples? Just tap the three dots &gt; Share &gt; Copy Link. Also, what country is your account set to? /JE",,,,,,,,,no
label-0527,1934548,1934548,Hey <HANDLE> I have a problem with my subscription can you help?,<HANDLE> Hi Lauraline! Help's here. Can you DM us your account's email address and a bit more info about what's going on? /DD <URL>,,,,,,,,,no
label-0528,864567,864567,cant enjoy listening to flicker album coz my cute poor phone doesnt have spotify premium im criyng,<HANDLE> 1: Hey there! You should still be able to listen to your favorite tracks on Free. Check out our Premium trial if you haven't had a...,,,,,,,,,no
